anchor,positive_schema
"Would you make a fork that will fork the template project for customization?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we fork the repo to fork the template project for customization?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you fork a repository to create my own fork before opening changes?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you create a fork so we can create my own fork before opening changes?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you make a fork that will create my own fork before opening changes?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we fork the repo to create my own fork before opening changes?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you fork a repository to duplicate the upstream repository into an org?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you create a fork so we can duplicate the upstream repository into an org?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you make a fork that will duplicate the upstream repository into an org?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we fork the repo to duplicate the upstream repository into an org?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can you fork a repository to fork the codebase so I can experiment safely?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Could you create a fork so we can fork the codebase so I can experiment safely?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Would you make a fork that will fork the codebase so I can experiment safely?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Can we fork the repo to fork the codebase so I can experiment safely?","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need to fork a repository to copy a public repo into my account.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want a fork so I can copy a public repo into my account.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to create a repo fork to copy a public repo into my account.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need to fork a repository to fork the template project for customization.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want a fork so I can fork the template project for customization.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to create a repo fork to fork the template project for customization.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need to fork a repository to create my own fork before opening changes.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want a fork so I can create my own fork before opening changes.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to create a repo fork to create my own fork before opening changes.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need to fork a repository to duplicate the upstream repository into an org.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want a fork so I can duplicate the upstream repository into an org.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to create a repo fork to duplicate the upstream repository into an org.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I need to fork a repository to fork the codebase so I can experiment safely.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I want a fork so I can fork the codebase so I can experiment safely.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"I am trying to create a repo fork to fork the codebase so I can experiment safely.","{""name"":""fork_repository"",""description"":""Fork a GitHub repository to your account or specified organization"",""inputSchema"":{""type"":""object"",""properties"":{""organization"":{""type"":""string"",""description"":""Organization to fork to""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
"Add a comment to a pending review to add feedback to a pending review.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Post a pending review comment to add feedback to a pending review.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Leave review feedback that will add feedback to a pending review.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Add a comment to a pending review to comment on a specific diff line.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Post a pending review comment to comment on a specific diff line.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Leave review feedback that will comment on a specific diff line.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Add a comment to a pending review to leave a file-level note in the review.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Post a pending review comment to leave a file-level note in the review.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Leave review feedback that will leave a file-level note in the review.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Add a comment to a pending review to annotate a multi-line code range.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Post a pending review comment to annotate a multi-line code range.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Leave review feedback that will annotate a multi-line code range.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Add a comment to a pending review to add review feedback before submitting.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
"Post a pending review comment to add review feedback before submitting.","{""name"":""add_comment_to_pending_review"",""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""type"":""object"",""properties"":{""body"":{""type"":""string"",""description"":""The text of the review comment""},""line"":{""type"":""number"",""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range""},""owner"":{""type"":""string"",""description"":""Repository owner""},""path"":{""type"":""string"",""description"":""The relative path to the file that necessitates a comment""},""pullNumber"":{""type"":""number"",""description"":""Pull request number""},""repo"":{""type"":""string"",""description"":""Repository name""},""side"":{""type"":""string"",""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""startLine"":{""type"":""number"",""description"":""For multi-line comments, the first line of the range that the comment applies to""},""startSide"":{""type"":""string"",""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""]},""subjectType"":{""type"":""string"",""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""]}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""]}}"
