query_id,dataset,server,tool,scenario_id,origin,anchor,positive_schema
v1-0100,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Create or update a repository file to update the README with setup instructions.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0101,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Write a file change in the repo to update the README with setup instructions.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0102,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Commit a single file update to update the README with setup instructions.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0103,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Create or update a repository file to add a GitHub Actions workflow file.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0104,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Write a file change in the repo to add a GitHub Actions workflow file.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0105,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Commit a single file update to add a GitHub Actions workflow file.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0106,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Create or update a repository file to modify the Dockerfile for the service.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0107,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Write a file change in the repo to modify the Dockerfile for the service.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0108,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Commit a single file update to modify the Dockerfile for the service.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0109,v1,github,create_or_update_file,v1:create_or_update_file:s00,author_template,Create or update a repository file to create an environment config file.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0110,v1,github,create_or_update_file,v1:create_or_update_file:s00,author_template,Write a file change in the repo to create an environment config file.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0111,v1,github,create_or_update_file,v1:create_or_update_file:s00,author_template,Commit a single file update to create an environment config file.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0112,v1,github,create_or_update_file,v1:create_or_update_file:s02,author_template,Create or update a repository file to edit the deployment manifest.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0113,v1,github,create_or_update_file,v1:create_or_update_file:s02,author_template,Write a file change in the repo to edit the deployment manifest.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0114,v1,github,create_or_update_file,v1:create_or_update_file:s02,author_template,Commit a single file update to edit the deployment manifest.,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0115,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Can you create or update a file to update the README with setup instructions?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0116,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Could you make a repository file change to update the README with setup instructions?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0117,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Would you update one file so it can update the README with setup instructions?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0118,v1,github,create_or_update_file,v1:create_or_update_file:s04,author_template,Can this repo get a file edit to update the README with setup instructions?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0119,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Can you create or update a file to add a GitHub Actions workflow file?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0120,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Could you make a repository file change to add a GitHub Actions workflow file?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0121,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Would you update one file so it can add a GitHub Actions workflow file?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0122,v1,github,create_or_update_file,v1:create_or_update_file:s03,author_template,Can this repo get a file edit to add a GitHub Actions workflow file?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0123,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Can you create or update a file to modify the Dockerfile for the service?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0124,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Could you make a repository file change to modify the Dockerfile for the service?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0125,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Would you update one file so it can modify the Dockerfile for the service?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0126,v1,github,create_or_update_file,v1:create_or_update_file:s01,author_template,Can this repo get a file edit to modify the Dockerfile for the service?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
v1-0127,v1,github,create_or_update_file,v1:create_or_update_file:s00,author_template,Can you create or update a file to create an environment config file?,"{""name"":""create_or_update_file"",""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""type"":""object"",""properties"":{""branch"":{""type"":""string"",""description"":""Branch to create/update the file in""},""content"":{""type"":""string"",""description"":""Content of the file""},""message"":{""type"":""string"",""description"":""Commit message""},""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path where to create/update the file""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""The blob SHA of the file being replaced. Required if the file already exists.""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""]}}"
