query_id,dataset,server,tool,scenario_id,origin,anchor,positive_schema
ms-0061,ms,launchdarkly,launchdarkly/getfeatureflag,ms:launchdarkly/getfeatureflag:s01,llm_claude_eval,What's the current state of the flag with key checkout-redesign?,"{""description"": ""Get a single feature flag by key."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""getfeatureflag""}"
ms-0062,ms,launchdarkly,launchdarkly/getfeatureflag,ms:launchdarkly/getfeatureflag:s02,llm_claude_eval,Pull up that one feature toggle so I can check its targeting rules.,"{""description"": ""Get a single feature flag by key."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""getfeatureflag""}"
ms-0063,ms,linode,linode/getclientthumbnail,ms:linode/getclientthumbnail:s00,llm_claude_eval,Fetch the logo image for my OAuth client.,"{""description"": ""OAuth Client Thumbnail View. Returns the thumbnail for this OAuth Client. This is a publicly-viewable endpoint, and can be accessed without authentication."", ""inputSchema"": {""properties"": {""clientId"": {""description"": ""The OAuth Client ID to look up."", ""type"": ""string""}}, ""required"": [""clientId""], ""type"": ""object""}, ""name"": ""getclientthumbnail""}"
ms-0064,ms,linode,linode/getclientthumbnail,ms:linode/getclientthumbnail:s01,llm_claude_eval,Show the thumbnail associated with that OAuth application.,"{""description"": ""OAuth Client Thumbnail View. Returns the thumbnail for this OAuth Client. This is a publicly-viewable endpoint, and can be accessed without authentication."", ""inputSchema"": {""properties"": {""clientId"": {""description"": ""The OAuth Client ID to look up."", ""type"": ""string""}}, ""required"": [""clientId""], ""type"": ""object""}, ""name"": ""getclientthumbnail""}"
ms-0065,ms,linode,linode/getclientthumbnail,ms:linode/getclientthumbnail:s02,llm_claude_eval,Get the small icon registered for client 1234.,"{""description"": ""OAuth Client Thumbnail View. Returns the thumbnail for this OAuth Client. This is a publicly-viewable endpoint, and can be accessed without authentication."", ""inputSchema"": {""properties"": {""clientId"": {""description"": ""The OAuth Client ID to look up."", ""type"": ""string""}}, ""required"": [""clientId""], ""type"": ""object""}, ""name"": ""getclientthumbnail""}"
ms-0066,ms,linode,linode/resetclientsecret,ms:linode/resetclientsecret:s00,llm_claude_eval,The OAuth secret leaked - rotate it for my client now.,"{""description"": ""OAuth Client Secret Reset. Resets the OAuth Client secret for a client you own, and returns the OAuth Client with the plaintext secret. This secret is not supposed to be publicly known or disclosed anywhere. This can be used to generate a new secret in case the one you have has been leaked, or to get a new secret if you lost the original. The old secret is expired immediately, and logins to your c"", ""inputSchema"": {""properties"": {""clientId"": {""description"": ""The OAuth Client ID to look up."", ""type"": ""string""}}, ""required"": [""clientId""], ""type"": ""object""}, ""name"": ""resetclientsecret""}"
ms-0067,ms,linode,linode/resetclientsecret,ms:linode/resetclientsecret:s01,llm_claude_eval,Generate a fresh secret for the OAuth app I own.,"{""description"": ""OAuth Client Secret Reset. Resets the OAuth Client secret for a client you own, and returns the OAuth Client with the plaintext secret. This secret is not supposed to be publicly known or disclosed anywhere. This can be used to generate a new secret in case the one you have has been leaked, or to get a new secret if you lost the original. The old secret is expired immediately, and logins to your c"", ""inputSchema"": {""properties"": {""clientId"": {""description"": ""The OAuth Client ID to look up."", ""type"": ""string""}}, ""required"": [""clientId""], ""type"": ""object""}, ""name"": ""resetclientsecret""}"
ms-0068,ms,linode,linode/resetclientsecret,ms:linode/resetclientsecret:s02,llm_claude_eval,Invalidate and replace the client secret for our integration.,"{""description"": ""OAuth Client Secret Reset. Resets the OAuth Client secret for a client you own, and returns the OAuth Client with the plaintext secret. This secret is not supposed to be publicly known or disclosed anywhere. This can be used to generate a new secret in case the one you have has been leaked, or to get a new secret if you lost the original. The old secret is expired immediately, and logins to your c"", ""inputSchema"": {""properties"": {""clientId"": {""description"": ""The OAuth Client ID to look up."", ""type"": ""string""}}, ""required"": [""clientId""], ""type"": ""object""}, ""name"": ""resetclientsecret""}"
ms-0069,ms,linode,linode/eventseen,ms:linode/eventseen:s00,llm_claude_eval,Mark all my notifications up to event 999 as read.,"{""description"": ""Event Mark as Seen. Marks all Events up to and including this Event by ID as seen."", ""inputSchema"": {""properties"": {""eventId"": {""description"": ""The ID of the Event to designate as seen."", ""type"": ""integer""}}, ""required"": [""eventId""], ""type"": ""object""}, ""name"": ""eventseen""}"
ms-0070,ms,linode,linode/eventseen,ms:linode/eventseen:s01,llm_claude_eval,Clear the unread state on events older than that one.,"{""description"": ""Event Mark as Seen. Marks all Events up to and including this Event by ID as seen."", ""inputSchema"": {""properties"": {""eventId"": {""description"": ""The ID of the Event to designate as seen."", ""type"": ""integer""}}, ""required"": [""eventId""], ""type"": ""object""}, ""name"": ""eventseen""}"
ms-0071,ms,linode,linode/eventseen,ms:linode/eventseen:s02,llm_claude_eval,Flag everything up to and including this event as seen.,"{""description"": ""Event Mark as Seen. Marks all Events up to and including this Event by ID as seen."", ""inputSchema"": {""properties"": {""eventId"": {""description"": ""The ID of the Event to designate as seen."", ""type"": ""integer""}}, ""required"": [""eventId""], ""type"": ""object""}, ""name"": ""eventseen""}"
ms-0072,ms,medium,medium/get_article_article_id_markdown,ms:medium/get_article_article_id_markdown:s00,llm_claude_eval,Give me the markdown source of that Medium story.,"{""description"": ""Get Article's Markdown. Returns the markdown of an article/story from Medium, for the corresponding `article_id`"", ""inputSchema"": {""properties"": {""article_id"": {""description"": ""It's a unique hash id assigned to every Medium Article."", ""type"": ""string""}}, ""required"": [""article_id""], ""type"": ""object""}, ""name"": ""get_article_article_id_markdown""}"
ms-0073,ms,medium,medium/get_article_article_id_markdown,ms:medium/get_article_article_id_markdown:s01,llm_claude_eval,Export the article as markdown so I can republish it.,"{""description"": ""Get Article's Markdown. Returns the markdown of an article/story from Medium, for the corresponding `article_id`"", ""inputSchema"": {""properties"": {""article_id"": {""description"": ""It's a unique hash id assigned to every Medium Article."", ""type"": ""string""}}, ""required"": [""article_id""], ""type"": ""object""}, ""name"": ""get_article_article_id_markdown""}"
ms-0074,ms,medium,medium/get_article_article_id_markdown,ms:medium/get_article_article_id_markdown:s02,llm_claude_eval,Fetch the raw markdown for post 3f9c on Medium.,"{""description"": ""Get Article's Markdown. Returns the markdown of an article/story from Medium, for the corresponding `article_id`"", ""inputSchema"": {""properties"": {""article_id"": {""description"": ""It's a unique hash id assigned to every Medium Article."", ""type"": ""string""}}, ""required"": [""article_id""], ""type"": ""object""}, ""name"": ""get_article_article_id_markdown""}"
ms-0075,ms,medium,medium/get_publication_publication_id_newsletter,ms:medium/get_publication_publication_id_newsletter:s00,llm_claude_eval,Show the newsletter details for the Better Programming publication.,"{""description"": ""Get Publication Newsletter. Returns the newsletter related information such as *id, name, description, slug, creator_id, subscribers, image_url, etc \u2026* **Note:** If you don't know the `publication_id`, you can get it from any article published by it. Use endpoint \""/article/{article_id}\"" to retrieve the `publication_id`."", ""inputSchema"": {""properties"": {""publication_id"": {""description"": ""It's a unique hash id assigned to every Medium Publication."", ""type"": ""string""}}, ""required"": [""publication_id""], ""type"": ""object""}, ""name"": ""get_publication_publication_id_newsletter""}"
ms-0076,ms,medium,medium/get_publication_publication_id_newsletter,ms:medium/get_publication_publication_id_newsletter:s01,llm_claude_eval,What newsletter is attached to that Medium publication?,"{""description"": ""Get Publication Newsletter. Returns the newsletter related information such as *id, name, description, slug, creator_id, subscribers, image_url, etc \u2026* **Note:** If you don't know the `publication_id`, you can get it from any article published by it. Use endpoint \""/article/{article_id}\"" to retrieve the `publication_id`."", ""inputSchema"": {""properties"": {""publication_id"": {""description"": ""It's a unique hash id assigned to every Medium Publication."", ""type"": ""string""}}, ""required"": [""publication_id""], ""type"": ""object""}, ""name"": ""get_publication_publication_id_newsletter""}"
ms-0077,ms,medium,medium/get_publication_publication_id_newsletter,ms:medium/get_publication_publication_id_newsletter:s02,llm_claude_eval,"Pull the newsletter name, slug and subscriber info for this publication.","{""description"": ""Get Publication Newsletter. Returns the newsletter related information such as *id, name, description, slug, creator_id, subscribers, image_url, etc \u2026* **Note:** If you don't know the `publication_id`, you can get it from any article published by it. Use endpoint \""/article/{article_id}\"" to retrieve the `publication_id`."", ""inputSchema"": {""properties"": {""publication_id"": {""description"": ""It's a unique hash id assigned to every Medium Publication."", ""type"": ""string""}}, ""required"": [""publication_id""], ""type"": ""object""}, ""name"": ""get_publication_publication_id_newsletter""}"
ms-0078,ms,medium,medium/get_top_writer_topic_slug,ms:medium/get_top_writer_topic_slug:s00,llm_claude_eval,Who are the leading authors writing about machine learning on Medium?,"{""description"": ""Get Top Writers. Returns a list of top writers (`user_ids`) within a particular topic/niche (`topic_slug`). e.g. - blockchain - relationships - artificial-intelligence, etc ... **Note:** You can use optional `count` query parameter to limit the number of results. The maximum number of top writers within a topic/niche will be 250."", ""inputSchema"": {""properties"": {""count"": {""description"": ""Limits the number of `article_ids` in the result."", ""type"": ""integer""}, ""topic_slug"": {""description"": ""It's a unique string, usually hyphen-separated, representing a topic/niche, as classified by Medium."", ""type"": ""string""}}, ""required"": [""topic_slug""], ""type"": ""object""}, ""name"": ""get_top_writer_topic_slug""}"
ms-0079,ms,medium,medium/get_top_writer_topic_slug,ms:medium/get_top_writer_topic_slug:s01,llm_claude_eval,List the top writers in the productivity topic.,"{""description"": ""Get Top Writers. Returns a list of top writers (`user_ids`) within a particular topic/niche (`topic_slug`). e.g. - blockchain - relationships - artificial-intelligence, etc ... **Note:** You can use optional `count` query parameter to limit the number of results. The maximum number of top writers within a topic/niche will be 250."", ""inputSchema"": {""properties"": {""count"": {""description"": ""Limits the number of `article_ids` in the result."", ""type"": ""integer""}, ""topic_slug"": {""description"": ""It's a unique string, usually hyphen-separated, representing a topic/niche, as classified by Medium."", ""type"": ""string""}}, ""required"": [""topic_slug""], ""type"": ""object""}, ""name"": ""get_top_writer_topic_slug""}"
ms-0080,ms,medium,medium/get_top_writer_topic_slug,ms:medium/get_top_writer_topic_slug:s02,llm_claude_eval,Find the most influential contributors for the javascript niche.,"{""description"": ""Get Top Writers. Returns a list of top writers (`user_ids`) within a particular topic/niche (`topic_slug`). e.g. - blockchain - relationships - artificial-intelligence, etc ... **Note:** You can use optional `count` query parameter to limit the number of results. The maximum number of top writers within a topic/niche will be 250."", ""inputSchema"": {""properties"": {""count"": {""description"": ""Limits the number of `article_ids` in the result."", ""type"": ""integer""}, ""topic_slug"": {""description"": ""It's a unique string, usually hyphen-separated, representing a topic/niche, as classified by Medium."", ""type"": ""string""}}, ""required"": [""topic_slug""], ""type"": ""object""}, ""name"": ""get_top_writer_topic_slug""}"
ms-0081,ms,netlify,netlify/deleteenvvarvalue,ms:netlify/deleteenvvarvalue:s00,llm_claude_eval,Remove the staging value of the DATABASE_URL environment variable.,"{""description"": ""Deletes a specific environment variable value. To use this endpoint, your site must no longer be using the classic environment variables experience . Migrate now with the Netlify UI."", ""inputSchema"": {""properties"": {""account_id"": {""description"": ""Scope response to account_id"", ""type"": ""string""}, ""id"": {""description"": ""The environment variable value's ID"", ""type"": ""string""}, ""key"": {""description"": ""The environment variable key name (case-sensitive)"", ""type"": ""string""}, ""site_id"": {""description"": ""If provided, delete the value from an environment variable on this site"", ""type"": ""string""}}, ""required"": [""account_id"", ""id"", ""key""], ""type"": ""object""}, ""name"": ""deleteenvvarvalue""}"
ms-0082,ms,netlify,netlify/deleteenvvarvalue,ms:netlify/deleteenvvarvalue:s01,llm_claude_eval,Delete that one environment variable value from the site settings.,"{""description"": ""Deletes a specific environment variable value. To use this endpoint, your site must no longer be using the classic environment variables experience . Migrate now with the Netlify UI."", ""inputSchema"": {""properties"": {""account_id"": {""description"": ""Scope response to account_id"", ""type"": ""string""}, ""id"": {""description"": ""The environment variable value's ID"", ""type"": ""string""}, ""key"": {""description"": ""The environment variable key name (case-sensitive)"", ""type"": ""string""}, ""site_id"": {""description"": ""If provided, delete the value from an environment variable on this site"", ""type"": ""string""}}, ""required"": [""account_id"", ""id"", ""key""], ""type"": ""object""}, ""name"": ""deleteenvvarvalue""}"
ms-0083,ms,netlify,netlify/deleteenvvarvalue,ms:netlify/deleteenvvarvalue:s02,llm_claude_eval,Drop the deploy-context-specific value of the API_KEY variable.,"{""description"": ""Deletes a specific environment variable value. To use this endpoint, your site must no longer be using the classic environment variables experience . Migrate now with the Netlify UI."", ""inputSchema"": {""properties"": {""account_id"": {""description"": ""Scope response to account_id"", ""type"": ""string""}, ""id"": {""description"": ""The environment variable value's ID"", ""type"": ""string""}, ""key"": {""description"": ""The environment variable key name (case-sensitive)"", ""type"": ""string""}, ""site_id"": {""description"": ""If provided, delete the value from an environment variable on this site"", ""type"": ""string""}}, ""required"": [""account_id"", ""id"", ""key""], ""type"": ""object""}, ""name"": ""deleteenvvarvalue""}"
ms-0084,ms,netlify,netlify/listsites,ms:netlify/listsites:s00,llm_claude_eval,Show all the sites in my Netlify account.,"{""description"": ""**Note:** Environment variable keys and values will soon be moved from `build_settings.env` and `repo.env` to a new endpoint. Please use [getEnvVars](#tag/environmentVariables/operation/getEnvVars) to retrieve site environment variables."", ""inputSchema"": {""properties"": {""filter"": {""description"": ""The filter parameter"", ""type"": ""string""}, ""name"": {""description"": ""The name parameter"", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""listsites""}"
ms-0085,ms,netlify,netlify/listsites,ms:netlify/listsites:s01,llm_claude_eval,Which websites am I currently hosting there?,"{""description"": ""**Note:** Environment variable keys and values will soon be moved from `build_settings.env` and `repo.env` to a new endpoint. Please use [getEnvVars](#tag/environmentVariables/operation/getEnvVars) to retrieve site environment variables."", ""inputSchema"": {""properties"": {""filter"": {""description"": ""The filter parameter"", ""type"": ""string""}, ""name"": {""description"": ""The name parameter"", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""listsites""}"
ms-0086,ms,netlify,netlify/listsites,ms:netlify/listsites:s02,llm_claude_eval,List my deployed sites with their settings.,"{""description"": ""**Note:** Environment variable keys and values will soon be moved from `build_settings.env` and `repo.env` to a new endpoint. Please use [getEnvVars](#tag/environmentVariables/operation/getEnvVars) to retrieve site environment variables."", ""inputSchema"": {""properties"": {""filter"": {""description"": ""The filter parameter"", ""type"": ""string""}, ""name"": {""description"": ""The name parameter"", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""listsites""}"
ms-0087,ms,plaid,plaid/banktransfersweeplist,ms:plaid/banktransfersweeplist:s00,llm_claude_eval,Show the recent sweep transactions matching last month's transfers.,"{""description"": ""List sweeps. The `/bank_transfer/sweep/list` endpoint fetches information about the sweeps matching the given filters."", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""count"": {""description"": ""The maximum number of sweeps to return."", ""type"": ""integer""}, ""end_time"": {""description"": ""The end datetime of sweeps to return (RFC 3339 format)."", ""type"": ""string""}, ""origination_account_id"": {""description"": ""If multiple origination accounts are available, `origination_account_id` must be used to specify the account that the sweeps belong to."", ""type"": ""string""}, ""secret"": {""description"": ""The secret field"", ""type"": ""string""}, ""start_time"": {""description"": ""The start datetime of sweeps to return (RFC 3339 format)."", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""banktransfersweeplist""}"
ms-0088,ms,plaid,plaid/banktransfersweeplist,ms:plaid/banktransfersweeplist:s01,llm_claude_eval,List the sweeps that settled funds to our account in March.,"{""description"": ""List sweeps. The `/bank_transfer/sweep/list` endpoint fetches information about the sweeps matching the given filters."", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""count"": {""description"": ""The maximum number of sweeps to return."", ""type"": ""integer""}, ""end_time"": {""description"": ""The end datetime of sweeps to return (RFC 3339 format)."", ""type"": ""string""}, ""origination_account_id"": {""description"": ""If multiple origination accounts are available, `origination_account_id` must be used to specify the account that the sweeps belong to."", ""type"": ""string""}, ""secret"": {""description"": ""The secret field"", ""type"": ""string""}, ""start_time"": {""description"": ""The start datetime of sweeps to return (RFC 3339 format)."", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""banktransfersweeplist""}"
ms-0089,ms,plaid,plaid/banktransfersweeplist,ms:plaid/banktransfersweeplist:s02,llm_claude_eval,Pull the sweep history with the usual filters.,"{""description"": ""List sweeps. The `/bank_transfer/sweep/list` endpoint fetches information about the sweeps matching the given filters."", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""count"": {""description"": ""The maximum number of sweeps to return."", ""type"": ""integer""}, ""end_time"": {""description"": ""The end datetime of sweeps to return (RFC 3339 format)."", ""type"": ""string""}, ""origination_account_id"": {""description"": ""If multiple origination accounts are available, `origination_account_id` must be used to specify the account that the sweeps belong to."", ""type"": ""string""}, ""secret"": {""description"": ""The secret field"", ""type"": ""string""}, ""start_time"": {""description"": ""The start datetime of sweeps to return (RFC 3339 format)."", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""banktransfersweeplist""}"
ms-0090,ms,plaid,plaid/banktransfereventlist,ms:plaid/banktransfereventlist:s00,llm_claude_eval,List the ACH events for the transfers we initiated this week.,"{""description"": ""List bank transfer events. Use the `/bank_transfer/event/list` endpoint to get a list of Plaid-initiated ACH or bank transfer events based on specified filter criteria. When using Auth with micro-deposit verification enabled, this endpoint can be used to fetch status updates on ACH micro-deposits. For more details, see [micro-deposit events](https://plaid.com/docs/auth/coverage/microdeposit-events"", ""inputSchema"": {""properties"": {""account_id"": {""description"": ""The account ID to get events for all transactions to/from an account."", ""type"": ""string""}, ""bank_transfer_id"": {""description"": ""Plaid\u2019s unique identifier for a bank transfer."", ""type"": ""string""}, ""bank_transfer_type"": {""description"": ""The bank_transfer_type field"", ""type"": ""string""}, ""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""count"": {""description"": ""The maximum number of bank transfer events to return. If the number of events matching the above parameters is greater than `count`, the most recent events will be returned."", ""type"": ""integer""}, ""direction"": {""description"": ""The direction field"", ""type"": ""string""}, ""end_date"": {""description"": ""The end datetime of bank transfers to list. This should be in RFC 3339 format (i.e. `2019-12-06T22:35:49Z`)"", ""type"": ""string""}, ""event_types"": {""description"": ""Filter events by event type."", ""type"": ""array""}}, ""required"": [], ""type"": ""object""}, ""name"": ""banktransfereventlist""}"
ms-0091,ms,plaid,plaid/banktransfereventlist,ms:plaid/banktransfereventlist:s01,llm_claude_eval,What status events were recorded for our bank transfers?,"{""description"": ""List bank transfer events. Use the `/bank_transfer/event/list` endpoint to get a list of Plaid-initiated ACH or bank transfer events based on specified filter criteria. When using Auth with micro-deposit verification enabled, this endpoint can be used to fetch status updates on ACH micro-deposits. For more details, see [micro-deposit events](https://plaid.com/docs/auth/coverage/microdeposit-events"", ""inputSchema"": {""properties"": {""account_id"": {""description"": ""The account ID to get events for all transactions to/from an account."", ""type"": ""string""}, ""bank_transfer_id"": {""description"": ""Plaid\u2019s unique identifier for a bank transfer."", ""type"": ""string""}, ""bank_transfer_type"": {""description"": ""The bank_transfer_type field"", ""type"": ""string""}, ""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""count"": {""description"": ""The maximum number of bank transfer events to return. If the number of events matching the above parameters is greater than `count`, the most recent events will be returned."", ""type"": ""integer""}, ""direction"": {""description"": ""The direction field"", ""type"": ""string""}, ""end_date"": {""description"": ""The end datetime of bank transfers to list. This should be in RFC 3339 format (i.e. `2019-12-06T22:35:49Z`)"", ""type"": ""string""}, ""event_types"": {""description"": ""Filter events by event type."", ""type"": ""array""}}, ""required"": [], ""type"": ""object""}, ""name"": ""banktransfereventlist""}"
ms-0092,ms,plaid,plaid/banktransfereventlist,ms:plaid/banktransfereventlist:s02,llm_claude_eval,Show me the transfer event stream so I can debug the failed payout.,"{""description"": ""List bank transfer events. Use the `/bank_transfer/event/list` endpoint to get a list of Plaid-initiated ACH or bank transfer events based on specified filter criteria. When using Auth with micro-deposit verification enabled, this endpoint can be used to fetch status updates on ACH micro-deposits. For more details, see [micro-deposit events](https://plaid.com/docs/auth/coverage/microdeposit-events"", ""inputSchema"": {""properties"": {""account_id"": {""description"": ""The account ID to get events for all transactions to/from an account."", ""type"": ""string""}, ""bank_transfer_id"": {""description"": ""Plaid\u2019s unique identifier for a bank transfer."", ""type"": ""string""}, ""bank_transfer_type"": {""description"": ""The bank_transfer_type field"", ""type"": ""string""}, ""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""count"": {""description"": ""The maximum number of bank transfer events to return. If the number of events matching the above parameters is greater than `count`, the most recent events will be returned."", ""type"": ""integer""}, ""direction"": {""description"": ""The direction field"", ""type"": ""string""}, ""end_date"": {""description"": ""The end datetime of bank transfers to list. This should be in RFC 3339 format (i.e. `2019-12-06T22:35:49Z`)"", ""type"": ""string""}, ""event_types"": {""description"": ""Filter events by event type."", ""type"": ""array""}}, ""required"": [], ""type"": ""object""}, ""name"": ""banktransfereventlist""}"
ms-0093,ms,plaid,plaid/banktransfersweepget,ms:plaid/banktransfersweepget:s00,llm_claude_eval,Get the details of sweep sw_42.,"{""description"": ""Retrieve a sweep. The `/bank_transfer/sweep/get` endpoint fetches information about the sweep corresponding to the given `sweep_id`."", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""secret"": {""description"": ""The secret field"", ""type"": ""string""}, ""sweep_id"": {""description"": ""Identifier of the sweep."", ""type"": ""string""}}, ""required"": [""sweep_id""], ""type"": ""object""}, ""name"": ""banktransfersweepget""}"
ms-0094,ms,plaid,plaid/banktransfersweepget,ms:plaid/banktransfersweepget:s01,llm_claude_eval,Look up that one sweep record by its identifier.,"{""description"": ""Retrieve a sweep. The `/bank_transfer/sweep/get` endpoint fetches information about the sweep corresponding to the given `sweep_id`."", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""secret"": {""description"": ""The secret field"", ""type"": ""string""}, ""sweep_id"": {""description"": ""Identifier of the sweep."", ""type"": ""string""}}, ""required"": [""sweep_id""], ""type"": ""object""}, ""name"": ""banktransfersweepget""}"
ms-0095,ms,plaid,plaid/banktransfersweepget,ms:plaid/banktransfersweepget:s02,llm_claude_eval,Retrieve the sweep that corresponds to yesterday's settlement.,"{""description"": ""Retrieve a sweep. The `/bank_transfer/sweep/get` endpoint fetches information about the sweep corresponding to the given `sweep_id`."", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The client_id field"", ""type"": ""string""}, ""secret"": {""description"": ""The secret field"", ""type"": ""string""}, ""sweep_id"": {""description"": ""Identifier of the sweep."", ""type"": ""string""}}, ""required"": [""sweep_id""], ""type"": ""object""}, ""name"": ""banktransfersweepget""}"
ms-0096,ms,postmarkapp,postmarkapp/requestdkimverificationfordomain,ms:postmarkapp/requestdkimverificationfordomain:s00,llm_claude_eval,Trigger the DKIM DNS check for example.com.,"{""description"": ""Request DNS Verification for DKIM"", ""inputSchema"": {""properties"": {""domainid"": {""description"": ""The ID for the Domain for which DKIM DNS records should be verified."", ""type"": ""integer""}}, ""required"": [""domainid""], ""type"": ""object""}, ""name"": ""requestdkimverificationfordomain""}"
ms-0097,ms,postmarkapp,postmarkapp/requestdkimverificationfordomain,ms:postmarkapp/requestdkimverificationfordomain:s01,llm_claude_eval,Ask the mail service to verify our domain's DKIM record now.,"{""description"": ""Request DNS Verification for DKIM"", ""inputSchema"": {""properties"": {""domainid"": {""description"": ""The ID for the Domain for which DKIM DNS records should be verified."", ""type"": ""integer""}}, ""required"": [""domainid""], ""type"": ""object""}, ""name"": ""requestdkimverificationfordomain""}"
ms-0098,ms,postmarkapp,postmarkapp/requestdkimverificationfordomain,ms:postmarkapp/requestdkimverificationfordomain:s02,llm_claude_eval,We just added the DNS entry - request DKIM verification for the domain.,"{""description"": ""Request DNS Verification for DKIM"", ""inputSchema"": {""properties"": {""domainid"": {""description"": ""The ID for the Domain for which DKIM DNS records should be verified."", ""type"": ""integer""}}, ""required"": [""domainid""], ""type"": ""object""}, ""name"": ""requestdkimverificationfordomain""}"
ms-0099,ms,postmarkapp,postmarkapp/requestreturnpathverificationfordomain,ms:postmarkapp/requestreturnpathverificationfordomain:s00,llm_claude_eval,Verify the return-path DNS record for our sending domain.,"{""description"": ""Request DNS Verification for Return-Path"", ""inputSchema"": {""properties"": {""domainid"": {""description"": ""The ID for the Domain for which Return-Path DNS records should be verified."", ""type"": ""integer""}}, ""required"": [""domainid""], ""type"": ""object""}, ""name"": ""requestreturnpathverificationfordomain""}"
ms-0100,ms,postmarkapp,postmarkapp/requestreturnpathverificationfordomain,ms:postmarkapp/requestreturnpathverificationfordomain:s01,llm_claude_eval,Kick off the bounce-domain verification for example.org.,"{""description"": ""Request DNS Verification for Return-Path"", ""inputSchema"": {""properties"": {""domainid"": {""description"": ""The ID for the Domain for which Return-Path DNS records should be verified."", ""type"": ""integer""}}, ""required"": [""domainid""], ""type"": ""object""}, ""name"": ""requestreturnpathverificationfordomain""}"
ms-0101,ms,postmarkapp,postmarkapp/requestreturnpathverificationfordomain,ms:postmarkapp/requestreturnpathverificationfordomain:s02,llm_claude_eval,The CNAME for the return path is live - please run the verification.,"{""description"": ""Request DNS Verification for Return-Path"", ""inputSchema"": {""properties"": {""domainid"": {""description"": ""The ID for the Domain for which Return-Path DNS records should be verified."", ""type"": ""integer""}}, ""required"": [""domainid""], ""type"": ""object""}, ""name"": ""requestreturnpathverificationfordomain""}"
ms-0102,ms,postmarkapp,postmarkapp/requestnewdkimkeyforsendersignature,ms:postmarkapp/requestnewdkimkeyforsendersignature:s00,llm_claude_eval,Rotate the DKIM key for this sender signature.,"{""description"": ""Request a new DKIM Key. Requests a new DKIM key to be created. Until the DNS entries are confirmed, the new values will be in the `DKIMPendingHost` and `DKIMPendingTextValue` fields. After the new DKIM value is verified in DNS, the pending values will migrate to `DKIMTextValue` and `DKIMPendingTextValue` and Postmark will begin to sign emails with the new DKIM key."", ""inputSchema"": {""properties"": {""signatureid"": {""description"": ""The ID for the Sender Signature for which a new DKIM Key should be generated."", ""type"": ""integer""}}, ""required"": [""signatureid""], ""type"": ""object""}, ""name"": ""requestnewdkimkeyforsendersignature""}"
ms-0103,ms,postmarkapp,postmarkapp/requestnewdkimkeyforsendersignature,ms:postmarkapp/requestnewdkimkeyforsendersignature:s01,llm_claude_eval,Issue a fresh DKIM key pair for our outbound email identity.,"{""description"": ""Request a new DKIM Key. Requests a new DKIM key to be created. Until the DNS entries are confirmed, the new values will be in the `DKIMPendingHost` and `DKIMPendingTextValue` fields. After the new DKIM value is verified in DNS, the pending values will migrate to `DKIMTextValue` and `DKIMPendingTextValue` and Postmark will begin to sign emails with the new DKIM key."", ""inputSchema"": {""properties"": {""signatureid"": {""description"": ""The ID for the Sender Signature for which a new DKIM Key should be generated."", ""type"": ""integer""}}, ""required"": [""signatureid""], ""type"": ""object""}, ""name"": ""requestnewdkimkeyforsendersignature""}"
ms-0104,ms,postmarkapp,postmarkapp/requestnewdkimkeyforsendersignature,ms:postmarkapp/requestnewdkimkeyforsendersignature:s02,llm_claude_eval,Generate a new DKIM key; we'll update DNS once it's pending.,"{""description"": ""Request a new DKIM Key. Requests a new DKIM key to be created. Until the DNS entries are confirmed, the new values will be in the `DKIMPendingHost` and `DKIMPendingTextValue` fields. After the new DKIM value is verified in DNS, the pending values will migrate to `DKIMTextValue` and `DKIMPendingTextValue` and Postmark will begin to sign emails with the new DKIM key."", ""inputSchema"": {""properties"": {""signatureid"": {""description"": ""The ID for the Sender Signature for which a new DKIM Key should be generated."", ""type"": ""integer""}}, ""required"": [""signatureid""], ""type"": ""object""}, ""name"": ""requestnewdkimkeyforsendersignature""}"
