query_id,anchor,tool,doc,label
v1-0162,Create a pull request to send the UI polish work for review.,create_pull_request_with_copilot,"{""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""owner"":{""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding."",""type"":""string""},""problem_statement"":{""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)"",""type"":""string""},""repo"":{""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding."",""type"":""string""},""title"":{""description"":""Title for the pull request that will be created"",""type"":""string""}},""required"":[""owner"",""repo"",""problem_statement"",""title""],""type"":""object""},""name"":""create_pull_request_with_copilot""}",0
v1-0162,Create a pull request to send the UI polish work for review.,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0162,Create a pull request to send the UI polish work for review.,add_issue_comment,"{""description"":""Add a comment to a specific issue in a GitHub repository. Use this tool to add comments to pull requests as well (in this case pass pull request number as issue_number), but only if user is not asking specifically to add review comments."",""inputSchema"":{""properties"":{""body"":{""description"":""Comment content"",""type"":""string""},""issue_number"":{""description"":""Issue number to comment on"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number"",""body""],""type"":""object""},""name"":""add_issue_comment""}",0
v1-0163,Open a PR that will send the UI polish work for review.,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
v1-0163,Open a PR that will send the UI polish work for review.,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0163,Open a PR that will send the UI polish work for review.,create_pull_request_with_copilot,"{""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""owner"":{""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding."",""type"":""string""},""problem_statement"":{""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)"",""type"":""string""},""repo"":{""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding."",""type"":""string""},""title"":{""description"":""Title for the pull request that will be created"",""type"":""string""}},""required"":[""owner"",""repo"",""problem_statement"",""title""],""type"":""object""},""name"":""create_pull_request_with_copilot""}",0
v1-0163,Open a PR that will send the UI polish work for review.,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0163,Open a PR that will send the UI polish work for review.,assign_copilot_to_issue,"{""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""custom_instructions"":{""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description"",""type"":""string""},""issue_number"":{""description"":""Issue number"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number""],""type"":""object""},""name"":""assign_copilot_to_issue""}",0
v1-0164,Start a new pull request to send the UI polish work for review.,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
v1-0164,Start a new pull request to send the UI polish work for review.,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0164,Start a new pull request to send the UI polish work for review.,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0164,Start a new pull request to send the UI polish work for review.,create_pull_request_with_copilot,"{""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""owner"":{""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding."",""type"":""string""},""problem_statement"":{""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)"",""type"":""string""},""repo"":{""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding."",""type"":""string""},""title"":{""description"":""Title for the pull request that will be created"",""type"":""string""}},""required"":[""owner"",""repo"",""problem_statement"",""title""],""type"":""object""},""name"":""create_pull_request_with_copilot""}",0
v1-0164,Start a new pull request to send the UI polish work for review.,add_issue_comment,"{""description"":""Add a comment to a specific issue in a GitHub repository. Use this tool to add comments to pull requests as well (in this case pass pull request number as issue_number), but only if user is not asking specifically to add review comments."",""inputSchema"":{""properties"":{""body"":{""description"":""Comment content"",""type"":""string""},""issue_number"":{""description"":""Issue number to comment on"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number"",""body""],""type"":""object""},""name"":""add_issue_comment""}",0
v1-0169,Can you create a pull request to open the release candidate changes?,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
v1-0169,Can you create a pull request to open the release candidate changes?,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0169,Can you create a pull request to open the release candidate changes?,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0169,Can you create a pull request to open the release candidate changes?,add_issue_comment,"{""description"":""Add a comment to a specific issue in a GitHub repository. Use this tool to add comments to pull requests as well (in this case pass pull request number as issue_number), but only if user is not asking specifically to add review comments."",""inputSchema"":{""properties"":{""body"":{""description"":""Comment content"",""type"":""string""},""issue_number"":{""description"":""Issue number to comment on"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number"",""body""],""type"":""object""},""name"":""add_issue_comment""}",0
v1-0169,Can you create a pull request to open the release candidate changes?,create_pull_request_with_copilot,"{""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""owner"":{""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding."",""type"":""string""},""problem_statement"":{""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)"",""type"":""string""},""repo"":{""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding."",""type"":""string""},""title"":{""description"":""Title for the pull request that will be created"",""type"":""string""}},""required"":[""owner"",""repo"",""problem_statement"",""title""],""type"":""object""},""name"":""create_pull_request_with_copilot""}",0
v1-0170,Could you open a PR that will open the release candidate changes?,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
v1-0170,Could you open a PR that will open the release candidate changes?,create_repository,"{""description"":""Create a new GitHub repository in your account or specified organization"",""inputSchema"":{""properties"":{""autoInit"":{""description"":""Initialize with README"",""type"":""boolean""},""description"":{""description"":""Repository description"",""type"":""string""},""name"":{""description"":""Repository name"",""type"":""string""},""organization"":{""description"":""Organization to create the repository in (omit to create in your personal account)"",""type"":""string""},""private"":{""description"":""Whether repo should be private"",""type"":""boolean""}},""required"":[""name""],""type"":""object""},""name"":""create_repository""}",0
v1-0170,Could you open a PR that will open the release candidate changes?,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0170,Could you open a PR that will open the release candidate changes?,search_pull_requests,"{""description"":""Search for pull requests in GitHub repositories using issues search syntax already scoped to is:pr"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only pull requests for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub pull request search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only pull requests for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_pull_requests""}",0
v1-0170,Could you open a PR that will open the release candidate changes?,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0171,Would you submit a pull request to open the release candidate changes?,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
v1-0171,Would you submit a pull request to open the release candidate changes?,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0171,Would you submit a pull request to open the release candidate changes?,merge_pull_request,"{""description"":""Merge a pull request in a GitHub repository."",""inputSchema"":{""properties"":{""commit_message"":{""description"":""Extra detail for merge commit"",""type"":""string""},""commit_title"":{""description"":""Title for merge commit"",""type"":""string""},""merge_method"":{""description"":""Merge method"",""enum"":[""merge"",""squash"",""rebase""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber""],""type"":""object""},""name"":""merge_pull_request""}",0
v1-0171,Would you submit a pull request to open the release candidate changes?,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0171,Would you submit a pull request to open the release candidate changes?,create_pull_request_with_copilot,"{""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""owner"":{""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding."",""type"":""string""},""problem_statement"":{""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)"",""type"":""string""},""repo"":{""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding."",""type"":""string""},""title"":{""description"":""Title for the pull request that will be created"",""type"":""string""}},""required"":[""owner"",""repo"",""problem_statement"",""title""],""type"":""object""},""name"":""create_pull_request_with_copilot""}",0
v1-0172,Can we open a review request to open the release candidate changes?,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
v1-0172,Can we open a review request to open the release candidate changes?,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0172,Can we open a review request to open the release candidate changes?,add_reply_to_pull_request_comment,"{""description"":""Add a reply to an existing pull request comment. This creates a new comment that is linked as a reply to the specified comment."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the reply"",""type"":""string""},""commentId"":{""description"":""The ID of the comment to reply to"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""commentId"",""body""],""type"":""object""},""name"":""add_reply_to_pull_request_comment""}",0
v1-0172,Can we open a review request to open the release candidate changes?,add_issue_comment,"{""description"":""Add a comment to a specific issue in a GitHub repository. Use this tool to add comments to pull requests as well (in this case pass pull request number as issue_number), but only if user is not asking specifically to add review comments."",""inputSchema"":{""properties"":{""body"":{""description"":""Comment content"",""type"":""string""},""issue_number"":{""description"":""Issue number to comment on"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number"",""body""],""type"":""object""},""name"":""add_issue_comment""}",0
v1-0172,Can we open a review request to open the release candidate changes?,create_or_update_file,"{""description"":""Create or update a single file in a GitHub repository. \nIf updating, you should provide the SHA of the file you want to update. Use this tool to create or update a file in a GitHub repository remotely; do not use it for local file operations.\n\nIn order to obtain the SHA of original file version before updating, use the following git command:\ngit rev-parse <branch>:<path to file>\n\nSHA MUST be provided for existing file updates.\n"",""inputSchema"":{""properties"":{""branch"":{""description"":""Branch to create/update the file in"",""type"":""string""},""content"":{""description"":""Content of the file"",""type"":""string""},""message"":{""description"":""Commit message"",""type"":""string""},""owner"":{""description"":""Repository owner (username or organization)"",""type"":""string""},""path"":{""description"":""Path where to create/update the file"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""sha"":{""description"":""The blob SHA of the file being replaced. Required if the file already exists."",""type"":""string""}},""required"":[""owner"",""repo"",""path"",""content"",""message"",""branch""],""type"":""object""},""name"":""create_or_update_file""}",0
v1-0177,Can you create a pull request to merge the schema migration branch?,create_pull_request,"{""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""properties"":{""base"":{""description"":""Branch to merge into"",""type"":""string""},""body"":{""description"":""PR description"",""type"":""string""},""draft"":{""description"":""Create as draft PR"",""type"":""boolean""},""head"":{""description"":""Branch containing changes"",""type"":""string""},""maintainer_can_modify"":{""description"":""Allow maintainer edits"",""type"":""boolean""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""},""title"":{""description"":""PR title"",""type"":""string""}},""required"":[""owner"",""repo"",""title"",""head"",""base""],""type"":""object""},""name"":""create_pull_request""}",1
