anchor,positive_schema
"I am ready to open a PR to send the UI polish work for review.","{""name"":""create_pull_request"",""description"":""Create a new pull request in a GitHub repository."",""inputSchema"":{""type"":""object"",""properties"":{""base"":{""type"":""string"",""description"":""Branch to merge into""},""body"":{""type"":""string"",""description"":""PR description""},""draft"":{""type"":""boolean"",""description"":""Create as draft PR""},""head"":{""type"":""string"",""description"":""Branch containing changes""},""maintainer_can_modify"":{""type"":""boolean"",""description"":""Allow maintainer edits""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""},""title"":{""type"":""string"",""description"":""PR title""}},""required"":[""owner"",""repo"",""title"",""head"",""base""]}}"
"Get the file contents needed to inspect the README in the repository.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Fetch repository contents so I can inspect the README in the repository.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Open the file or directory contents to inspect the README in the repository.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Get the file contents needed to read the workflow YAML file.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Fetch repository contents so I can read the workflow YAML file.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Open the file or directory contents to read the workflow YAML file.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Get the file contents needed to check the package manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Fetch repository contents so I can check the package manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Open the file or directory contents to check the package manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Get the file contents needed to open the deployment manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Fetch repository contents so I can open the deployment manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Open the file or directory contents to open the deployment manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Get the file contents needed to view the config directory contents.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Fetch repository contents so I can view the config directory contents.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Open the file or directory contents to view the config directory contents.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can you get the file contents to inspect the README in the repository?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Could you read the repo contents so we can inspect the README in the repository?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Would you open the file contents needed to inspect the README in the repository?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can we inspect repository contents to inspect the README in the repository?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can you get the file contents to read the workflow YAML file?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Could you read the repo contents so we can read the workflow YAML file?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Would you open the file contents needed to read the workflow YAML file?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can we inspect repository contents to read the workflow YAML file?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can you get the file contents to check the package manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Could you read the repo contents so we can check the package manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Would you open the file contents needed to check the package manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can we inspect repository contents to check the package manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can you get the file contents to open the deployment manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Could you read the repo contents so we can open the deployment manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Would you open the file contents needed to open the deployment manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can we inspect repository contents to open the deployment manifest?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can you get the file contents to view the config directory contents?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Could you read the repo contents so we can view the config directory contents?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Would you open the file contents needed to view the config directory contents?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"Can we inspect repository contents to view the config directory contents?","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I need to read repository contents to inspect the README in the repository.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I want to inspect a file in the repo to inspect the README in the repository.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I am trying to open repo contents to inspect the README in the repository.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I need to read repository contents to read the workflow YAML file.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I want to inspect a file in the repo to read the workflow YAML file.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I am trying to open repo contents to read the workflow YAML file.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I need to read repository contents to check the package manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
"I want to inspect a file in the repo to check the package manifest.","{""name"":""get_file_contents"",""description"":""Get the contents of a file or directory from a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner (username or organization)""},""path"":{""type"":""string"",""description"":""Path to file/directory"",""default"":""/""},""ref"":{""type"":""string"",""description"":""Accepts optional git refs such as `refs/tags/{tag}`, `refs/heads/{branch}` or `refs/pull/{pr_number}/head`""},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Accepts optional commit SHA. If specified, it will be used instead of ref""}},""required"":[""owner"",""repo""]}}"
